"RegionName","State","Metro","CountyName","SizeRank","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12","2019-01","2019-02","2019-03","2019-04","2019-05","2019-06","2019-07","2019-08"
"New York","NY","New York-Newark-Jersey City","Queens County",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55769230769231,3.7037037037037,3.88235294117647,3.83333333333333,3.83333333333333,3.84615384615385,3.84615384615385,3.875,3.95833333333333,3.89480519480519,3.7997432605905,3.76666666666667,3.75,3.66,3.66666666666667,3.7,3.76991758241758,3.83105610561056,3.74284274193548,3.73333333333333,3.83846153846154,3.84178433889602,3.75,3.6885593220339,3.63350125944584,3.625,3.69904240766074,3.78571428571429,3.98090040927694,3.9,4,4,4
"Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",2,,,,,,,,,,,,,1.94166666666667,1.97916666666667,2.02439692982456,1.99642857142857,2.04982675699436,1.94300518134715,1.89102564102564,1.83386411889597,1.77710843373494,1.86250354007363,1.87078651685393,1.97066955757679,2.05868576938972,2.14093994447925,2.12264894291971,2.13917525773196,2.1264367816092,2.09868421052632,2.09203036053131,2.13571428571429,2.1261203550539,2.11475409836066,2.09210526315789,2.13285741399472,2.15,2.18989071038251,2.15711009174312,2.21428571428571,2.19594594594595,2.14285714285714,2.17391304347826,2.24930362116992,2.32229965156794,2.17391304347826,2.31108312342569,2.26851851851852,2.20710849563309,2.20007412898443,2.26111111111111,2.37301587301587,2.37704918032787,2.41181418893769,2.4375,2.47431879312361,2.49375,2.5,2.51805054151625,2.54166666666667,2.61115096445082,2.60437559694365,2.57389162561576,2.60714285714286,2.61875,2.62246117084827,2.64423076923077,2.66444631318049,2.682615995116,2.70588235294118,2.6716718027735,2.8,2.83478102218732,2.85574229691877,2.81073206221952,2.7933212575916,2.83333333333333,2.77465106038729,2.8,2.88965517241379,2.76923076923077,2.76506423683843,2.69023569023569,2.81783681214421,2.87919539310971,3,2.95019083969466,2.98272648605472,3,3.06923076923077,3.04386831703765,3.05427251732102,3.05263157894737,3.0265253388177,3.02618657937807,2.99491807475678,3.02013422818792,3.04753331549038,3.3079247036951,3.21476969123844,3.22852412488174,3.30882352941176,3.38494318181818,3.39827460028033,3.43181818181818,3.42014702461906,3.43065693430657,3.37702413506123,3.33796940194715,3.38156028368794,3.42066957787482,3.37444540478248,3.42592592592593,3.42716877951777,3.46666666666667
"Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.60874439461883,1.39164086687307,1.56919177427068,1.41490545050056,1.39135959339263,1.4367816091954,1.56046814044213,1.54285714285714,1.53871141745185,1.49659236038546,1.54285714285714,1.56703296703297,1.50194394782565,1.52153110047847,1.52515060240964,1.53476015216652,1.54069194258205,1.56667535545024,1.54468599033816,1.55802219979818,1.54834096702659,1.56016726119993,1.57916620087792,1.56960873521383,1.77193453522567,1.76549604031677,1.77394636015326,1.67656157704514,1.70417942975795,1.6837899543379,1.68437832093518,1.64674634794157,1.61182074042,1.55382907880133,1.58915834522111,1.52038961038961,1.44984160506864,1.440329218107,1.55965909090909,1.58928571428571,1.59855136844049,1.59953970080552,1.62675159235669,1.58974358974359,1.57351154313487,1.58928571428571,1.5890243902439,1.62612866061142,1.64701842275372,1.657824933687,1.65833333333333,1.71270036991369,1.70754716981132,1.69825072886297,1.67867435158501,1.68314321926489,1.67516352960142,1.68872549019608,1.66666666666667,1.65002396931927,1.65562913907285,1.65229110512129,1.6329445766746,1.62857342586433,1.65492070812786,1.65582712903959,1.6580310880829,1.67387944358578,1.65661478599222,1.65584415584416
"Chicago","IL","Chicago-Naperville-Elgin","Cook County",4,,1.65,1.66666666666667,1.63846153846154,1.6675,1.68421052631579,1.49673202614379,1.72916666666667,1.8,1.85828877005348,1.86805555555556,1.8129352367688,1.82923948220065,1.83964285714286,1.90871786042241,1.93631743059042,1.96756756756757,1.95625,1.96648648648649,1.99386503067485,1.99202161474889,2,2,1.99866666666667,1.95625,1.90972222222222,1.94424242424242,2.06666666666667,2.06073752711497,2.06869220607662,2.06546275395034,2.10594014432983,2.05183585313175,2.04030226700252,2.06666666666667,2.05273586873392,2.22516556291391,2.20259128386337,2.24253285543608,2.25476839237057,2.27142857142857,2.27123287671233,2.24858757062147,2.27586206896552,2.21284634760705,2.2075208913649,2.2417685354316,2.21019108280255,2.1609864021677,2.1625,2.15596330275229,2.24581005586592,2.29583333333333,2.37217598097503,2.26428571428571,2.33875338753388,2.31266149870801,2.25941422594142,2.16867469879518,2.25941422594142,2.39285714285714,2.26013698630137,2.2528021978022,2.28442437923251,2.28571428571429,2.25806451612903,2.2090395480226,2.35210500604634,2.45698924731183,2.53739612188366,2.471013173229,2.43407707910751,2.47243107769424,2.3222576079264,2.278940027894,2.26638772663877,2.24152298850575,2.22516556291391,2.2430432821166,2.19553072625698,2.22343324250681,2.28065395095368,2.23076923076923,2.24570673712021,2.22683908045977,2.2,2.19632768361582,2.23971935530616,2.27681948346661,2.25710014947683,2.29166666666667,2.35955056179775,2.37318029650885,2.39312406576981,2.3625,2.37748344370861,2.36923076923077,2.38466063348416,2.40469852792902,2.37883008356546,2.41379310344828,2.46153846153846,2.47384155455904,2.43559718969555,2.42142857142857,2.34467618002195,2.34437129627865,2.36875,2.46153846153846,2.49375,2.44873397435897,2.45384615384615,2.45890410958904,2.4238578680203,2.41636363636364
"San Antonio","TX","San Antonio-New Braunfels","Bexar County",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0578264382848,1.1163260815754,1.1125934508603,1.0828078817734,1.09436026936027,1.09840425531915,1.10138413310827,1.13274526827574,1.13501514381925,1.12710765239948,1.1430274135876,1.16132511283257,1.16645962732919,1.16611842105263,1.1609907120743,1.17434801788991,1.24888392857143,1.21915820029028,1.16041504539559,1.17845117845118,1.17822966507177,1.1878453038674,1.22897196261682,1.20833333333333,1.23958396171402,1.19367668833419,1.17763975155279,1.17964824120603,1.18833446003042,1.24576271186441,1.24682651622003,1.24560310562844,1.24191424142473,1.3,1.29145077720207,1.309963099631,1.27768313458262,1.31130418935927,1.29090909090909,1.26923076923077,1.29717673630717,1.27836538461538,1.30657894736842,1.29768786127168,1.25125250501002,1.29526880901292,1.24329279788839,1.2709664226412,1.26957637997433,1.28215467328371,1.28439975990396,1.34865900383142,1.34961012629824,1.3221007088978,1.31131477342004,1.31412894375857,1.33130081300813,1.32712765957447,1.35118980963046,1.33568768619662,1.39865996649916,1.39091010177878,1.39448441247002,1.39549436795995,1.4235705707558,1.43286090610237,1.4474358974359,1.43391176470588,1.42126514131898,1.43993911719939,1.42798353909465,1.421647819063,1.45207956600362,1.44566953743576,1.4474358974359,1.45822287027218,1.47912524850895,1.48641304347826,1.47220133667502
"Philadelphia","PA","Philadelphia-Camden-Wilmington","Philadelphia County",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.58911586967945,1.73529411764706,1.75,1.63197909801337,1.5,1.4722536806342,1.60562987736901,1.64783192177468,1.66666666666667,1.61486486486486,1.55555555555556,1.57142857142857,1.59118453206525,1.66039510818438,1.83098591549296,1.84210526315789,1.82189075630252,1.785,1.66666666666667,1.63484848484848,1.57071428571429,1.5648069833008,1.58765957446809,1.64285714285714,1.75,1.85527317964862,1.83333333333333,1.83510638297872,1.8125,1.81368421052632,1.77865646258503,1.76923076923077,1.88019564414913,1.87759856630824,1.91032191545423,1.89830508474576,1.95744360902256,1.98444790046656,2.08333333333333,1.99457994579946,2.01995405724219,2,1.94712286158631,1.99931318681319,1.93771551724138,2,1.90909090909091,1.96808510638298,2.1095652173913,2.13271686481726,2.14615384615385,2.07286432160804,2.07642120631444,2.14658385093168,2.0894526034713,2.07239690134427,2.06122448979592,2.09424342105263,2.09142857142857,2.11764705882353,2.27857142857143,2.2969696969697,2.325,2.26712328767123,2.3013698630137,2.27272727272727,2.27509673852957,2.3,2.43716524767802,2.35984354628422,2.38181818181818,2.42913907284768,2.41666666666667,2.4,2.35270663289239,2.37,2.34744707347447,2.33499377334994
"Phoenix","AZ","Phoenix-Mesa-Scottsdale","Maricopa County",7,,,,,,,,0.885578116336176,0.953723481586688,0.892561983471074,0.866071428571429,0.896280991735537,0.916666666666667,0.896551724137931,0.928217821782178,0.915596330275229,0.890501319261214,0.893526521699572,0.908743927827897,0.908045977011494,0.872817955112219,0.870541611624835,0.851851851851852,0.84,0.876086956521739,0.915352293426064,0.914342994043856,0.912052117263844,0.936700336700337,0.954436450839328,0.951724137931034,0.957446808510638,0.960307298335467,0.95273631840796,0.9375,0.944594594594595,0.951443569553806,0.95945885509839,0.962958257713249,0.960620525059666,0.957483340133279,0.964285714285714,0.976518541940296,0.9901297792921,0.97330684666211,0.962160816529749,0.966374669119296,1.01225,1.00608979108016,1,1.00769230769231,0.987031700288184,1,1.01554404145078,1.0374677002584,1.0374677002584,1.03392857142857,1.02678571428571,1.02605871962778,1.0462962962963,1.0625,1.07142857142857,1.06254770992366,1.07,1.08493150684932,1.08695652173913,1.1,1.11111111111111,1.12079701120797,1.1833490792086,1.22960372960373,1.21436633344083,1.24761904761905,1.26689576174112,1.22391868427433,1.19808306709265,1.3568549905838,1.18733715884942,1.2483660130719,1.24107142857143,1.22739372057626,1.22320126397666,1.19082568807339,1.27166987987543,1.39115384615385,1.58858047690015,1.62826420890937,1.57035175879397,1.51410612242059,1.4625,1.39423076923077,1.37837837837838,1.39123686960348,1.34615384615385,1.36970474967908,1.36181818181818,1.3739837398374,1.38496233148295,1.41384615384615,1.3733243681694,1.38184463056883,1.38966100622964,1.42728096027507,1.42645689412478,1.46286701208981,1.46739130434783,1.45941970310391,1.47666922814208,1.5,1.4985014985015,1.56498640542057,1.61277877339705,1.63107339089482,1.57185185185185,1.56965804066543
"Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",8,,,,,,,,,0.876388888888889,0.919981060606061,0.923295454545455,0.938174249530957,0.923295454545455,0.923186188811189,1,1.10062893081761,1.05124835742444,0.971428571428571,0.963035019455253,0.949519230769231,0.907272727272727,0.884146341463415,0.890718562874252,0.87375,0.891038812785388,0.884331084879146,0.877775361057943,0.873860182370821,0.908114446529081,0.9,0.898127283663557,0.898203592814371,0.907272727272727,0.909090909090909,0.910683012259194,0.89041095890411,0.892344497607656,0.895346588611712,0.915681757243053,0.941823899371069,0.981372549019608,0.967261904761905,0.943711276827688,0.943589743589744,0.929971988795518,0.942126514131898,0.956632653061224,0.951044226044226,0.942028985507246,0.941428571428571,0.950920245398773,0.961538461538462,0.965058236272879,0.963351710489115,0.969037576687117,0.981707317073171,0.99775,0.9975,1.0006123698714,0.996911713352124,1,1,1.00155491933832,1.05379310344828,1.06613313811026,1.08695652173913,1.06461086143895,1.05736645996519,1.05395683453237,1.08448624461385,1.11670761670762,1.10656936813187,1.10241890380313,1.20198991082431,1.15744388456253,1.168270955109,1.19320247182843,1.12142857142857,1.14775725593668,1.12714285714286,1.10442420655795,1.13989637305699,1.14182692307692,1.18718592964824,1.25530251657625,1.22466960352423,1.23172103872467,1.23961722488038,1.24097367049009,1.25333333333333,1.27564294309782,1.22715404699739,1.224,1.18148599269184,1.21409921671018,1.25833333333333,1.3,1.3,1.31539097072105,1.34495192307692,1.36093944656015,1.37285714285714,1.37328339575531,1.35625,1.3485500281862,1.34799497487437,1.37427487795271,1.39,1.39,1.39,1.40969162995595,1.415,1.42247510668563,1.42150333016175,1.43344061557442
"San Diego","CA","San Diego-Carlsbad","San Diego County",9,,,,,,,,,,,,,2.0066889632107,2.0060182783968,1.91511387163561,1.85361154649948,1.92462032349673,1.96198996303402,1.96335078534031,1.97076182021438,1.98334989648033,1.96956013541081,1.92277877161598,1.94537601626016,1.96934460887949,1.96531791907514,1.96333333333333,1.92486421670148,1.98584298584299,1.99714329959085,2.03882195448461,2.05662805662806,2.02265731874145,2.04726711338852,2.06180371352785,2.01923076923077,2.04591346153846,2.08913095811266,2.08219178082192,2.03407601572739,2.0260492040521,2.02743902439024,2.06363636363636,2.1404958677686,2.08760089686099,2.05355908074029,2.19785943223443,2.21638133607966,2.18340611353712,2.16962657029771,2.23076923076923,2.32876712328767,2.34290948275862,2.33448673587082,2.35849056603774,2.325,2.37156931738213,2.41592491753495,2.3462783171521,2.40105540897098,2.45435312219515,2.39954545454545,2.42697371026473,2.43183561289725,2.48453844570445,2.50039745627981,2.52776597889512,2.54820936639118,2.50380517503805,2.53680423539993,2.5767366720517,2.54083477233653,2.51630005509769,2.52608047690015,2.5277407231555,2.50300842358604,2.50424242424242,2.57718120805369,2.55060728744939,2.58333333333333,2.53481894150418,2.51835649419712,2.51258658222838,2.59353741496599,2.64354395604396,2.68674550745154,2.73102272554302,2.79448621553885,2.75,2.79433681073025,2.78278138235559,2.75833333333333,2.77777777777778,2.74583333333333,2.70850431880438,2.75993640699523,2.79173553719008,2.79018413597734,2.9504,2.96833773087071,2.97104095487421,2.96318289786223,2.95635385832772,2.93103448275862,2.95468803467549,2.9570747217806,2.96258809416704,2.98041615667075,2.99107142857143,2.97346200241255,2.97346200241255,3,3.05669115298627,3.07634114208078,3.07692307692308
"Dallas","TX","Dallas-Fort Worth-Arlington","Dallas County",10,,,,,,,,1.45695364238411,1.52088280127811,1.41818181818182,1.48017269950465,1.39572192513369,1.2850702811245,1.28612303290415,1.2644086270106,1.22957579089491,1.25475285171103,1.22492836676218,1.14864864864865,1.14087397075681,1.11922530206112,1.10567673502305,1.19333333333333,1.15077081849234,1.13167259786477,1.2,1.14666666666667,1.29108459775869,1.35185185185185,1.34349030470914,1.28524945770065,1.30748496786233,1.30009496676163,1.2967011256802,1.31504702194357,1.36363636363636,1.32801418439716,1.36153846153846,1.35658914728682,1.35658914728682,1.43043200874954,1.42111959287532,1.36184210526316,1.41104294478528,1.43970588235294,1.43425854782943,1.44363103953148,1.47424042272127,1.47788684439293,1.46596858638743,1.50283553875236,1.4961915125136,1.4961915125136,1.44671739499326,1.43421052631579,1.46219512195122,1.48932916910664,1.52387640449438,1.45856873822976,1.36850152905199,1.48148148148148,1.46666666666667,1.53076923076923,1.52868852459016,1.53852015178876,1.57008669656203,1.55584977585812,1.58170582407825,1.55566427484236,1.56242048346056,1.57099697885196,1.57928285428285,1.61683417085427,1.65951359084406,1.63513257575758,1.61666666666667,1.6565322581576,1.67427701674277,1.64018691588785,1.74541751527495,1.68209500609013,1.62486368593239,1.57739374643203,1.69969387688213,1.67845968174504,1.70384868148205,1.69978858350951,1.71538461538462,1.73111782477341,1.73879443585781,1.76117021276596,1.7425431711146,1.72558922558923,1.75011870845204,1.73326330532213,1.74653455936973,1.80469435627404,1.7759067357513,1.76190476190476,1.80853277835588,1.82936507936508,1.83698385374352,1.83134117497659,1.82388167388167,1.8275462962963,1.8426724137931,1.82664054848188,1.835904628331,1.8760769669557,1.85302197802198,1.85216131040386,1.85334305058369,1.86,1.8345180976431,1.79245283018868
