"RegionName","State","Metro","CountyName","SizeRank","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12","2019-01","2019-02","2019-03","2019-04","2019-05","2019-06","2019-07","2019-08"
"New York","NY","New York-Newark-Jersey City","Queens County",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3750,3799,3800,3700,3600,3600,3600,3600,3700,3500,3600,3700,3800,3700,3650,3600,3550,3500,3500,3550,3600,3700,3690,3695,3700,3795,3850,3750,3400,3562,3600,3500,3600,3795,3800,3800,3800,3700,3650,3595,3600,3600,3575,3500,3600,3631,3700,3785,3758,3649.5,3599,3500,3400,3450,3400,3400,3600,3700,3795,3700,3700
"Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3700,3600,4000,4250,4330,4299,4200,4000,4200,4200,4000,4025,3997.5,3967.5,3895,3992.5,4200,4300,4495,4412.5,4350,4500,4350,4500,4250,4195,4195,4100,4200,4295,4500,4500,4500
"Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",3,,,,,,,1872.5,1850,1600,1550,1500,1600,1600,1600,1550,1550,1550,1500,1500,1495,1495,1450,1475,1495,1495,1500,1400,1400,1400,1495,1512.5,1450,1300,1400,1400,1400,1400,1500,1462.5,1500,1497.5,1500,1550,1600,1500,1500,1590,1575,1400,1450,1495,1600,1650,1700,1700,1695,1650,1650,1695,1695,1697.5,1750,1795,1800,1800,1840,1827,1800,1800,1799,1800,1800,1800,1800,1850,1800,1800,1795,1850,1800,1700,1750,1650,1750,1750,1700,1800,1800,1800,1800,1800,1800,1750,1700,1750,1700,1695,1750,1807.5,1849,1850,1895,1870,1800,1795,1750,1750,1800,1795,1795,1850,1900,1899,1900,1900
"Chicago","IL","Chicago-Naperville-Elgin","Cook County",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2600,2800,2995,2800,2595,2445,2400,2400,2400,2445,2445,2500,2800,3100,3200,3000,2800
"San Antonio","TX","San Antonio-New Braunfels","Bexar County",5,,,,,,,,,,,,,,1395,1400,1425,1445,1450,1400,1400,1395,1400,1397.5,1375,1400,1495,1475,1500,1500,1495,1450,1450,1450,1495,1375,1450,1400,1462.5,1495,1500,1498,1500,1495,1450,1450,1400,1400,1425,1400,1400,1425,1500,1500,1500,1500,1495,1475,1450,1450,1475,1500,1500,1500,1550,1595,1600,1550,1550,1562.5,1575,1550,1525,1595,1595,1600,1595,1595,1600,1600,1575,1550,1550,1595,1600,1650,1650,1695,1700,1695,1700,1695,1695,1650,1625,1600,1612.5,1645,1650,1650,1650,1695,1695,1650,1650,1650,1695,1689,1700,1695,1695,1735,1750,1750,1750,1700
"Philadelphia","PA","Philadelphia-Camden-Wilmington","Philadelphia County",6,,,,,,,,,,,,,,,,,,,1750,1650,1600,1600,1800,1850,1995,2000,1950,1950,1925,1900,1800,1700,1750,1750,1695,1700,1900,2000,2000,2000,2000,2000,1895.5,1800,1800,1800,1999,2000,2000,2000,2000,2000,2000,2000,1800,1800,1800,2000,2000,2000,2000,2070,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,1995,1880,1900,1800,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,1900,2000,2000,2000,2000,2000,2060,2020,2099,2000,2000,2000,2000,2100,2200,2200,2200,2200,2200,2100,2000,2100,2100,2025
"Phoenix","AZ","Phoenix-Mesa-Scottsdale","Maricopa County",7,,,,,,,,,,,,,,,,,,,,,1250,1162.5,1097.5,1095,1250,1150,1100,1100,1200,1269,1246.5,1200,1100,1097.5,1075,1095,1100,1175,1150,1105.5,1137,1150,1150,1100,1177,1175,1200,1100,1100,1100,1100,1162.5,1127,1212.5,1247,1137,1175,1205,1272.5,1200,1297.5,1297.5,1195,1272.5,1295,1352,1297.5,1275,1325,1232.5,1295,1295,1244,1295,1280,1200,1200,1295,1225,1295,1250,1325,1332,1200,1275,1362.5,1499,1475.5,1400,1350,1236,1200,1275,1337.5,1385,1351.5,1297.5,1451.5,1450,1499.5,1500,1395,1400,1400,1500,1500,1450,1395,1350,1500,1500,1625,1575,1552.5,1500
"Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",8,,1725,1495,1500,1550,1495,1595,1650,1695,1625,1625,1495,1425,1400,1400,1475,1450,1400,1400,1445,1400,1375,1350,1395,1350,1380,1395,1350,1375,1375,1350,1350,1350,1325,1300,1300,1325,1350,1375,1380,1350,1350,1385,1395,1395,1395,1395,1365,1350,1375,1375,1400,1400,1400,1400,1400,1400,1395,1395,1395,1400,1400,1495,1450,1450,1495,1495,1475,1450,1487.5,1450,1450,1495,1549.5,1500,1496.5,1512.5,1495,1495,1450,1450,1500,1485,1500,1550,1575,1600,1600,1600,1600,1600,1600,1600,1600,1600,1635,1650,1695,1695,1695,1695,1695,1700,1699,1725,1700,1750,1725,1752,1800,1822.5,1850,1800,1800,1800
"San Diego","CA","San Diego-Carlsbad","San Diego County",9,,,,,,,,,,,,,,,3500,3400,3297.5,3000,2897.5,2650,2650,2750,2850,2750,2700,2600,2487.5,2500,2695,2600,2600,2625,2500,2500,2495,2472.5,2472.5,2572.5,2495,2495,2500,2745,2887.5,2975,2800,2600,2797.5,2700,2650,2610,2700,2895,2950,3000,3000,2950,2850,2850,2885,3200,3225,3000,3000,3000,3000,3150,3100,2995,2995,3000,3000,3200,3495,3440,3250,3200,3195,3022.5,3050,3000,2995,3000,2897.5,3295,3395,3395,3500,3600,3700,3500,3495,3500,3350,3250,3295,3400,3500,3600,3600,3862.5,3695,3650,3600,3500,3500,3692.5,3800,3800,3900,3995,3995,3900,3850,3700,3600
"Dallas","TX","Dallas-Fort Worth-Arlington","Dallas County",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1575,1600,1597.5,1825,1700,1797.5,1950,2100,2300,2200,2187.5,2300,2100,2300,2246.5,2000,1800,1800,1975,2000,2100,1950,1895,1860,1892.5,1995,1897.5,2085,1995,2097.5,2295,2380,2360,2090,1999
"Austin","TX","Austin-Round Rock","Travis County",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1734,1701.5,1797.5,1950,1846.5,1821.5,1995,1995,2100,1997.5,1950,2000,2000,2000,2195,2172.5,2250,2250,2300,2400,2335,2200,1985,1999,2195,2350,2500,2399,2395,2395,2503,2625,2650,2695,2700,2536,2500,2500,2500,2364.5,2500,2350,2277,2095,2200,2197.5,2320,2150,2354,2472.5,2500,2450,2200,2199,2300,2350,2258,2281,2200,2200,2125,2300,2287.5,2200,2195,2195,2195,2234,2354,2300,2497.5,2500,2450,2362.5,2395,2350,2300,2240
