"Date","RegionID","RegionName","State","Metro","County","SizeRank","Zhvi","MoM","QoQ","YoY","5Year","10Year","PeakMonth","PeakQuarter","PeakZHVI","PctFallFromPeak","LastTimeAtCurrZHVI"
2019-08-31,6181,"New York","NY","New York-Newark-Jersey City","Queens County",0,671400,-0.00208085612366231,-0.00958843487240006,0.00119296152699075,0.0552923609010356,0.0412170229263835,"2019-03","2019-Q1",682300,-0.0159753773999707,"2018-09"
2019-08-31,12447,"Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",1,692800,0.00187997107736804,0.00187997107736804,0.021678218551836,0.0671449333360785,0.0545811661584834,"2019-02","2019-Q1",694900,-0.00302201755648295,"2019-01"
2019-08-31,39051,"Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",2,189500,0.00317628374801482,0.0193652501344809,0.0481194690265487,0.0794490237335588,0.0437445617244194,"2019-08","2019-Q3",189500,0,"2019-08"
2019-08-31,17426,"Chicago","IL","Chicago-Naperville-Elgin","Cook County",3,227300,0.000880669308674593,-0.00872219799389446,-0.000439753737906772,0.0391382239765901,0.00935034007570601,"2007-02","2007-Q1",263900,-0.138688897309587,"2004-10"
2019-08-31,6915,"San Antonio","TX","San Antonio-New Braunfels","Bexar County",4,178500,0.00112170499158721,0.0107587768969422,0.0493827160493827,0.0733402853093648,0.0407691414133853,"2019-08","2019-Q3",178500,0,"2019-08"
2019-08-31,13271,"Philadelphia","PA","Philadelphia-Camden-Wilmington","Philadelphia County",5,157500,0.00638977635782748,0.0194174757281553,0.0402906208718626,0.0822137183816791,0.0341278084058245,"2019-02","2019-Q1",161800,-0.0265760197775031,"2018-12"
2019-08-31,40326,"Phoenix","AZ","Phoenix-Mesa-Scottsdale","Maricopa County",6,244600,0.00617030028794735,0.00534319769831484,0.0457460453185122,0.0842945119905805,0.0603758612515615,"2006-05","2006-Q2",252300,-0.0305192231470472,"2006-01"
2019-08-31,18959,"Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",7,274000,-0.00182149362477231,-0.00832428519724937,0.0331825037707391,0.0924416294914858,0.064321601524435,"2006-06","2006-Q2",312100,-0.12207625760974,"2004-12"
2019-08-31,54296,"San Diego","CA","San Diego-Carlsbad","San Diego County",8,635400,0,-0.0023551577955723,0.0119445771619685,0.05725665326925,0.0487645726055987,"2019-05","2019-Q2",636900,-0.0023551577955723,"2019-04"
2019-08-31,38128,"Dallas","TX","Dallas-Fort Worth-Arlington","Dallas County",9,213200,0,0.00376647834274953,0.0872004079551249,0.14047293799473,0.0681227587722251,"2019-03","2019-Q1",216500,-0.0152424942263279,"2019-02"
2019-08-31,10221,"Austin","TX","Austin-Round Rock","Travis County",10,372200,0.000268744961031981,0.00757985923118571,0.0549886621315193,0.080438023673296,0.0586500609663458,"2019-08","2019-Q3",372200,0,"2019-08"
2019-08-31,33839,"San Jose","CA","San Jose-Sunnyvale-Santa Clara","Santa Clara County",11,990700,-0.00151179197742391,-0.0226891585281642,-0.0933467557426558,0.0735356489351622,0.0707082919252071,"2018-10","2018-Q4",1096900,-0.0968183061354727,"2018-01"
2019-08-31,25290,"Jacksonville","FL","Jacksonville","Duval County",12,179300,0.00279642058165548,0.0107102593010147,0.0640949554896142,0.099469582885291,0.0365675190843404,"2006-10","2006-Q4",182000,-0.0148351648351648,"2006-06"
2019-08-31,32149,"Indianapolis","IN","Indianapolis-Carmel-Anderson","Marion County",13,145800,0.00482425913163336,0.0139082058414465,0.102040816326531,0.0948019391291723,0.0392608928289264,"2019-08","2019-Q3",145800,0,"2019-08"
2019-08-31,20330,"San Francisco","CA","San Francisco-Oakland-Hayward","San Francisco County",14,1351500,0.00296846011131725,0.00311734580271654,0.000592285481602132,0.0723474319990793,0.0690289958785759,"2019-01","2019-Q1",1370600,-0.0139355026995476,"2018-09"
2019-08-31,24043,"Charlotte","NC","Charlotte-Concord-Gastonia","Mecklenburg County",15,229100,0.00306479859894921,0.0114790286975717,0.0680652680652681,0.0895602563933631,0.0434011897182023,"2019-08","2019-Q3",229100,0,"2019-08"
2019-08-31,18172,"Fort Worth","TX","Dallas-Fort Worth-Arlington","Tarrant County",16,198800,0.00302724520686176,0.00556398583712696,0.0631016042780749,0.0970636213251524,0.0509041352714295,"2019-08","2019-Q3",198800,0,"2019-08"
2019-08-31,7481,"Tucson","AZ","Tucson","Pima County",17,193000,0.00625651720542232,0.0190073917634636,0.0569550930996714,0.0595901011090809,0.0215770301419915,"2006-07","2006-Q3",215200,-0.103159851301115,"2005-08"
2019-08-31,10920,"Columbus","OH","Columbus","Franklin County",18,157900,0,0.00126823081800888,0.0726902173913044,0.0881489718437811,0.035871573132132,"2019-08","2019-Q3",157900,0,"2019-08"
2019-08-31,12455,"Louisville","KY","Louisville/Jefferson County","Jefferson County",19,163700,0.00306372549019608,0.0136222910216718,0.0473448496481126,0.0537452424888105,0.0291650545611104,"2019-08","2019-Q3",163700,0,"2019-08"
2019-08-31,13121,"Orlando","FL","Orlando-Kissimmee-Sanford","Orange County",20,243200,0.00123507616303005,0.00620604054613157,0.0402053036783576,0.0924483637110649,0.0540244378862376,"2006-09","2006-Q3",263200,-0.0759878419452888,"2006-03"
2019-08-31,17933,"El Paso","TX","El Paso","El Paso County",21,130200,0.0023094688221709,0.0100853374709077,0.0391061452513966,0.0254956422982724,0.0101443804233057,"2019-08","2019-Q3",130200,0,"2019-08"
2019-08-31,11093,"Denver","CO","Denver-Aurora-Lakewood","Denver County",22,422400,0.000236798484489699,-0.0063514467184192,0.0144092219020173,0.0925034402995502,0.0692686207165707,"2019-02","2019-Q1",430700,-0.0192709542605062,"2018-11"
2019-08-31,16037,"Seattle","WA","Seattle-Tacoma-Bellevue","King County",23,713100,-0.00167996640067199,-0.0128737541528239,-0.0392077607113985,0.0942188725693671,0.0647723281942916,"2018-06","2018-Q2",750500,-0.0498334443704197,"2017-11"
2019-08-31,32811,"Memphis","TN","Memphis","Shelby County",24,86900,0.00929152148664344,0.0104651162790698,0.0444711538461538,0.0794263528484762,0.0466146699342247,"2007-05","2007-Q2",88100,-0.0136208853575482,"2006-08"
2019-08-31,44269,"Boston","MA","Boston-Cambridge-Newton","Suffolk County",25,592300,-0.000506243671954101,-0.00687458081824279,0.00799863852961198,0.0714765269403921,0.0614652419091324,"2019-02","2019-Q1",604300,-0.0198576865795135,"2018-10"
2019-08-31,41568,"Washington","DC","Washington-Arlington-Alexandria","District of Columbia",26,564400,0.000709219858156028,-0.00493653032440056,-0.00912921348314607,0.0480272230794374,0.0479294511304555,"2019-02","2019-Q1",582800,-0.0315717227179135,"2018-05"
2019-08-31,13373,"Portland","OR","Portland-Vancouver-Hillsboro","Multnomah County",27,416100,-0.00287562904385334,-0.0128113879003559,-0.0211714890613973,0.0725965098593691,0.0494872932899177,"2019-02","2019-Q1",428700,-0.0293911826452064,"2017-02"
2019-08-31,6118,"Nashville","TN","Nashville-Davidson--Murfreesboro--Franklin","Davidson County",28,263300,0.000379939209726444,-0.000379650721336371,0.0237169517884914,0.107678550159212,0.060018274396803,"2019-02","2019-Q1",267400,-0.0153328347045625,"2018-12"
2019-08-31,20288,"Sacramento","CA","Sacramento--Roseville--Arden-Arcade","Sacramento County",29,327200,0.00122399020807834,-0.00335059396893086,0.0231394621638524,0.0878169049915865,0.0688056239535353,"2005-12","2005-Q4",348800,-0.0619266055045872,"2005-04"
2019-08-31,3523,"Baltimore","MD","Baltimore-Columbia-Towson","Baltimore City",30,116700,0.0077720207253886,0.030008826125331,0.000857632933104631,0.0760302159095267,0,"2007-09","2007-Q3",138100,-0.154960173787111,"2006-05"
2019-08-31,5976,"Milwaukee","WI","Milwaukee-Waukesha-West Allis","Milwaukee County",31,123500,0,0.00243506493506494,0.0664939550949914,0.0708619140259081,0.00794800897384307,"2007-04","2007-Q2",138100,-0.105720492396814,"2005-02"
2019-08-31,18203,"Fresno","CA","Fresno","Fresno County",32,243700,0.00123253903040263,0.000410509031198686,0.049526270456503,0.0705609385919987,0.0432352767917792,"2006-05","2006-Q2",293300,-0.169110126150699,"2005-03"
2019-08-31,40152,"Omaha","NE","Omaha-Council Bluffs","Douglas County",33,178200,0.00337837837837838,0.00906002265005663,0.0607142857142857,0.060416663713317,0.0327569963097476,"2019-08","2019-Q3",178200,0,"2019-08"
2019-08-31,23429,"Albuquerque","NM","Albuquerque","Bernalillo County",34,204600,0.000978473581213307,0.00987166831194472,0.0438775510204082,0.0413238991812961,0.00935972594795142,"2019-08","2019-Q3",204600,0,"2019-08"
2019-08-31,33225,"Oklahoma City","OK","Oklahoma City","Oklahoma County",35,132500,0.00378787878787879,0.0161042944785276,0.0466034755134281,0.0557932981297724,0.0291601210746739,"2019-08","2019-Q3",132500,0,"2019-08"
2019-08-31,54047,"Raleigh","NC","Raleigh","Wake County",36,278400,0.00179920834832674,0.00432900432900433,0.0517567057045712,0.0609571071621064,0.0326503372249503,"2019-08","2019-Q3",278400,0,"2019-08"
2019-08-31,19331,"Mesa","AZ","Phoenix-Mesa-Scottsdale","Maricopa County",37,254200,0.00434610825760569,0.0055379746835443,0.0538971807628524,0.0777718186894252,0.0589187528664816,"2006-05","2006-Q2",254400,-0.000786163522012579,"2006-05"
2019-08-31,12700,"Miami","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",38,336200,-0.000297353553374963,-0.000594530321046373,0.00930651456019213,0.0702733526037671,0.0685132565858688,"2007-05","2007-Q2",357100,-0.0585270232427891,"2006-04"
2019-08-31,37211,"Atlanta","GA","Atlanta-Sandy Springs-Roswell","Fulton County",39,258800,0.00543900543900544,0.0011605415860735,0.0537459283387622,0.105128868730961,0.0519230397809494,"2019-02","2019-Q1",262400,-0.013719512195122,"2019-01"
2019-08-31,18795,"Kansas City","MO","Kansas City","Jackson County",40,148800,0.00202020202020202,0.00540540540540541,0.0523338048090523,0.0465908081804045,0.020812263531643,"2019-03","2019-Q1",149800,-0.00667556742323097,"2019-02"
2019-08-31,4172,"Colorado Springs","CO","Colorado Springs","El Paso County",41,296100,0.0023696682464455,0.00680040802448147,0.0651079136690648,0.0817455633168154,0.0456969547306458,"2019-08","2019-Q3",296100,0,"2019-08"
2019-08-31,46298,"Long Beach","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",42,602200,0.00216342153436512,0.00467133800467134,0.0285226302305722,0.0561319444836734,0.0465139138544151,"2019-08","2019-Q3",602200,0,"2019-08"
2019-08-31,41515,"Virginia Beach","VA","Virginia Beach-Norfolk-Newport News","Virginia Beach City",43,269600,0.0026031982149498,0.00747384155455904,0.0286150324303701,0.0261975310160079,0.00793985043074708,"2007-05","2007-Q2",277500,-0.0284684684684685,"2005-11"
2019-08-31,13072,"Oakland","CA","San Francisco-Oakland-Hayward","Alameda County",44,735200,0.00218102508178844,0.00163487738419619,-0.00027196083763938,0.0967998680446261,0.0800126397557517,"2018-03","2018-Q1",746200,-0.0147413562047708,"2018-01"
2019-08-31,20859,"Tulsa","OK","Tulsa","Tulsa County",45,121700,0.00247116968698517,0.00412541254125413,0.0124792013311148,0.0492421485706882,0.0231552147882421,"2019-08","2019-Q3",121700,0,"2019-08"
2019-08-31,5983,"Minneapolis","MN","Minneapolis-St. Paul-Bloomington","Hennepin County",46,265600,-0.002628614344724,-0.00635989524878414,0.0227185213708125,0.0657226345574087,0.0384648772287774,"2019-03","2019-Q1",268400,-0.0104321907600596,"2019-01"
2019-08-31,18615,"Honolulu","HI","Urban Honolulu","Honolulu County",47,658500,0.0019780888618381,-0.00513672760235685,-0.0266075388026608,0.0379139308572138,0.0350716486701432,"2019-01","2019-Q1",679500,-0.0309050772626932,"2018-02"
2019-08-31,24115,"Cleveland","OH","Cleveland-Elyria","Cuyahoga County",48,58000,0.0157618213660245,0.0603290676416819,0.0922787193973635,0.1031636118968,0.00679922066769101,"2006-02","2006-Q1",89800,-0.354120267260579,"1997-12"
2019-08-31,19594,"New Orleans","LA","New Orleans-Metairie","Orleans Parish",49,176400,0.00284252416145537,-0.0050761421319797,-0.0210876803551609,0.0360121038394114,0.0327537311963622,"2018-04","2018-Q2",188900,-0.0661725780836421,"2017-03"
2019-08-31,50763,"Arlington","TX","Dallas-Fort Worth-Arlington","Tarrant County",50,211200,0.00332541567695962,0.013922227556409,0.0709939148073022,0.0965739832075414,0.0523433621968741,"2019-08","2019-Q3",211200,0,"2019-08"
2019-08-31,25428,"Knoxville","TN","Knoxville","Knox County",51,174400,0.00172314761631246,0.00460829493087558,0.0653634697617593,0.0595480602222129,0.0283244655245898,"2019-08","2019-Q3",174400,0,"2019-08"
2019-08-31,44055,"Baton Rouge","LA","Baton Rouge","East Baton Rouge Parish",52,163000,0,-0.00366748166259169,-0.0162945081472541,0.0297148831195131,0.00942805371874034,"2019-02","2019-Q1",166500,-0.021021021021021,"2018-04"
2019-08-31,7929,"Wichita","KS","Wichita","Sedgwick County",53,129600,0.00543056633048875,0.0148786217697729,0.0443190975020145,0.0474236540324504,0.0165324143906036,"2019-08","2019-Q3",129600,0,"2019-08"
2019-08-31,41176,"Tampa","FL","Tampa-St. Petersburg-Clearwater","Hillsborough County",54,220100,0.00273348519362187,0.00548195523069895,0.0237209302325581,0.130116310998843,0.0648665733931173,"2019-03","2019-Q1",224300,-0.0187249219794918,"2018-12"
2019-08-31,16846,"Aurora","CO","Denver-Aurora-Lakewood","Arapahoe County",55,327800,-0.000914355379457483,-0.00546116504854369,0.0327662255828607,0.109013615245502,0.0762561366568679,"2019-05","2019-Q2",329600,-0.00546116504854369,"2019-02"
2019-08-31,47401,"Riverside","CA","Riverside-San Bernardino-Ontario","Riverside County",56,411200,0.000973709834469328,0.00146127618119825,0.0239043824701195,0.0671613575533123,0.0662019325435028,"2006-09","2006-Q3",426800,-0.0365510777881912,"2006-02"
2019-08-31,3506,"Bakersfield","CA","Bakersfield","Kern County",57,244400,0.000819000819000819,0.00783505154639175,0.0457851946940522,0.0377153851716403,0.0462538781904698,"2006-06","2006-Q2",322200,-0.241464928615767,"2005-03"
2019-08-31,4099,"Cincinnati","OH","Cincinnati","Hamilton County",58,146100,0.00481430536451169,0.0145833333333333,0.0758468335787923,0.078988821989542,0.0336832353238292,"2019-03","2019-Q1",146700,-0.00408997955010225,"2019-02"
2019-08-31,26529,"Pittsburgh","PA","Pittsburgh","Allegheny County",59,146600,0.00205058099794942,0.0103376981392143,0.00068259385665529,0.10646158680734,0.059690598490084,"2019-02","2019-Q1",152900,-0.0412034009156311,"2018-09"
2019-08-31,16764,"Anaheim","CA","Los Angeles-Long Beach-Anaheim","Orange County",60,600400,0.00300701637153358,0.00334224598930481,0.0104341972399865,0.0549020412876073,0.0502834403457746,"2006-07","2006-Q3",604400,-0.00661813368630046,"2006-05"
2019-08-31,47568,"Santa Ana","CA","Los Angeles-Long Beach-Anaheim","Orange County",61,552100,0.0021782537665638,0.00145111554507528,0.0207062303568127,0.0681824739695631,0.0644648664062271,"2006-08","2006-Q3",595800,-0.0733467606579389,"2005-12"
2019-08-31,4174,"Columbia","SC","Columbia","Richland County",62,136900,0.00366568914956012,0.0140740740740741,0.0563271604938272,0.0479848352967747,0.00945866568091858,"2019-08","2019-Q3",136900,0,"2019-08"
2019-08-31,32172,"Islip","NY","New York-Newark-Jersey City","Suffolk County",63,380500,-0.00131233595800525,-0.00078781512605042,0.104499274310595,0.0403616923987535,0.0150509031873141,"2006-06","2006-Q2",416200,-0.0857760691975012,"2005-03"
2019-08-31,12562,"Marietta","GA","Atlanta-Sandy Springs-Roswell","Cobb County",64,286100,0.00280406589554855,0.00245269796776454,0.0347197106690778,0.0678988712921644,0.0395056716355322,"2019-02","2019-Q1",288900,-0.00969193492557979,"2019-01"
2019-08-31,48215,"Vancouver","WA","Portland-Vancouver-Hillsboro","Clark County",65,324600,0.000925069380203515,0.000925069380203515,0.0433944069431051,0.0958462233475479,0.0534201680098065,"2019-02","2019-Q1",325100,-0.00153798831128883,"2019-02"
2019-08-31,38025,"Corpus Christi","TX","Corpus Christi","Nueces County",66,147500,0.00203804347826087,-0.00270453008789723,-0.00337837837837838,0.0385209723024227,0.0230865902505297,"2019-02","2019-Q1",150300,-0.0186294078509647,"2018-07"
2019-08-31,6891,"Saint Louis","MO","St. Louis","Saint Louis City",67,118200,0.00169491525423729,0.011986301369863,-0.00253164556962025,0.0403252714815794,0.00050903646585887,"2008-04","2008-Q2",128100,-0.0772833723653396,"2005-11"
2019-08-31,11722,"Greensboro","NC","Greensboro-High Point","Guilford County",68,147400,0.00889801505817933,0.024322446143155,0.0782735918068764,0.0538453553680647,0.0207787574638088,"2019-08","2019-Q3",147400,0,"2019-08"
2019-08-31,25574,"Lexington","KY","Lexington-Fayette","Fayette County",69,185800,0.00215749730312837,0.00650054171180932,0.0485327313769752,0.0571833690045578,0.0271767086829087,"2019-08","2019-Q3",185800,0,"2019-08"
2019-08-31,18170,"Fort Wayne","IN","Fort Wayne","Allen County",70,138000,0.00656455142231947,0.0260223048327138,0.0952380952380952,0.0680361868915147,0.0328359827590983,"2019-08","2019-Q3",138000,0,"2019-08"
2019-08-31,7081,"Silver Spring","MD","Washington-Arlington-Alexandria","Montgomery County",71,407600,0.000490918016691213,-0.00415343268995847,0.00716580182851495,0.0250905048825258,0.0208500757559251,"2006-08","2006-Q3",447500,-0.0891620111731844,"2005-06"
2019-08-31,34303,"Toledo","OH","Toledo","Lucas County",72,71800,0.00984528832630099,0.0286532951289398,0.0527859237536657,0.0479853743886158,0.00486295109501445,"2005-09","2005-Q3",91100,-0.21185510428101,"2000-02"
2019-08-31,23482,"Anchorage","AK","Anchorage","Anchorage Borough",73,339000,0.000295072292711714,-0.00498972703257998,-0.00382015868351455,0.00859482504613318,0.0102941242044841,"2016-08","2016-Q3",341200,-0.00644783118405627,"2016-02"
2019-08-31,20313,"Saint Paul","MN","Minneapolis-St. Paul-Bloomington","Ramsey County",74,220600,-0.00180995475113122,-0.0049616599007668,0.0430260047281324,0.0672789562991443,0.0363917762392658,"2019-03","2019-Q1",222000,-0.00630630630630631,"2019-02"
2019-08-31,19533,"Naples","FL","Naples-Immokalee-Marco Island","Collier County",75,324700,0.0049520272361498,0.0124727159338946,0.00526315789473684,0.0530062558054141,0.0387077524382722,"2006-07","2006-Q3",432600,-0.249422098936662,"2005-03"
2019-08-31,24457,"Durham","NC","Durham-Chapel Hill","Durham County",76,230900,0.0017353579175705,0.00785683107813182,0.0709647495361781,0.0777417001330405,0.0383397177873979,"2019-08","2019-Q3",230900,0,"2019-08"
2019-08-31,47945,"Tallahassee","FL","Tallahassee","Leon County",77,182900,0,-0.00109229929000546,0.040386803185438,0.041152874662483,0.0130241127247497,"2006-10","2006-Q4",193600,-0.0552685950413223,"2006-01"
2019-08-31,7266,"Stockton","CA","Stockton-Lodi","San Joaquin County",78,303400,0.000329706561160567,0.00430321085733201,0.0401097017483716,0.102572560200803,0.0858032448004484,"2006-03","2006-Q1",377500,-0.196291390728477,"2005-01"
2019-08-31,53915,"Plano","TX","Dallas-Fort Worth-Arlington","Collin County",79,335200,-0.00327088908712459,-0.00148942508191838,0.0129948624962224,0.0770247300346649,0.0517423218648978,"2019-02","2019-Q1",340900,-0.0167204458785568,"2018-12"
2019-08-31,12970,"Newark","NJ","New York-Newark-Jersey City","Essex County",80,264100,-0.000378501135503407,-0.00452318130418394,0.0792807519411524,0.1137639393284,0.00894419774146105,"2007-05","2007-Q2",330600,-0.201149425287356,"2005-08"
2019-08-31,11867,"Henderson","NV","Las Vegas-Henderson-Paradise","Clark County",81,326900,-0.00274557657107993,-0.00969403211148137,0.0263736263736264,0.0746274430289167,0.0528615547998315,"2006-06","2006-Q2",362000,-0.0969613259668508,"2004-10"
2019-08-31,32503,"Lincoln","NE","Lincoln","Lancaster County",82,183100,-0.00163576881134133,-0.00435019032082654,0.0373937677053824,0.0551447969606029,0.0335779734256465,"2019-04","2019-Q2",184100,-0.00543183052688756,"2019-03"
2019-08-31,25934,"Modesto","CA","Modesto","Stanislaus County",83,298400,0.000335232986925914,0,0.0397212543554007,0.0878095734099718,0.0785395327662657,"2006-04","2006-Q2",355100,-0.159673331455928,"2005-02"
2019-08-31,13478,"Reno","NV","Reno","Washoe County",84,370600,-0.00107816711590297,-0.00349556332347405,0.0328874024526198,0.0970726134714721,0.0608442983769044,"2019-03","2019-Q1",373300,-0.00723278864184302,"2019-02"
2019-08-31,20604,"Spokane","WA","Spokane-Spokane Valley","Spokane County",85,218900,0.00412844036697248,0.0181395348837209,0.111167512690355,0.0973002181337135,0.0394257686191408,"2019-08","2019-Q3",218900,0,"2019-08"
2019-08-31,17384,"Chandler","AZ","Phoenix-Mesa-Scottsdale","Maricopa County",86,321700,0.00625586487331874,0.0106817467797675,0.0589203423304806,0.0597294268920534,0.0486254583343815,"2006-05","2006-Q2",331000,-0.0280966767371601,"2005-12"
2019-08-31,53060,"Lubbock","TX","Lubbock","Lubbock County",87,137700,0.00731528895391368,0.01698670605613,0.0322338830584708,0.0515474967972804,0.0344904678638784,"2019-08","2019-Q3",137700,0,"2019-08"
2019-08-31,25320,"Jersey City","NJ","New York-Newark-Jersey City","Hudson County",88,486500,0.00247269730063878,-0.00102669404517454,0.0482654600301659,0.127747740872317,0.0488707471175702,"2019-04","2019-Q2",488600,-0.00429799426934097,"2019-02"
2019-08-31,17222,"Buffalo","NY","Buffalo-Cheektowaga-Niagara Falls","Erie County",89,86800,0.00579374275782155,0.0175849941383353,0.0890840652446675,0.102448988240613,0.0630406740331153,"2019-03","2019-Q1",87700,-0.0102622576966933,"2019-02"
2019-08-31,32900,"Mobile","AL","Mobile","Mobile County",90,120700,0.00332502078137988,0.0100418410041841,0.0414150129421915,0.0618763546780667,0.00337584425161275,"2008-06","2008-Q2",125600,-0.0390127388535032,"2007-06"
2019-08-31,25104,"Hialeah","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",91,285200,0.0038718760999648,-0.00140056022408964,0.0389799635701275,0.129409823452795,0.0759189109453744,"2007-02","2007-Q1",298200,-0.0435949027498323,"2006-07"
2019-08-31,20328,"San Bernardino","CA","Riverside-San Bernardino-Ontario","San Bernardino County",92,294200,0.0034106412005457,0.00753424657534247,0.0529706513958482,0.0938132442689383,0.0883243129873261,"2006-08","2006-Q3",331700,-0.113053964425686,"2005-12"
2019-08-31,51405,"Chula Vista","CA","San Diego-Carlsbad","San Diego County",93,541600,0.00073909830007391,0.00352047433759496,0.0129044323919955,0.0568409776678132,0.0562624138356476,"2006-06","2006-Q2",548800,-0.0131195335276968,"2005-06"
2019-08-31,26922,"Saint Petersburg","FL","Tampa-St. Petersburg-Clearwater","Pinellas County",94,224600,0.00853165693758419,0.0326436781609195,0.051498127340824,0.138734157520656,0.0689516068881659,"2019-08","2019-Q3",224600,0,"2019-08"
2019-08-31,53856,"Pensacola","FL","Pensacola-Ferry Pass-Brent","Escambia County",95,150300,0.00602409638554217,0.023144996596324,0.104335047759001,0.115290916544999,0.0329348818623634,"2019-08","2019-Q3",150300,0,"2019-08"
2019-08-31,5573,"Lawrenceville","GA","Atlanta-Sandy Springs-Roswell","Gwinnett County",96,223900,0.00538841490794791,0.0117487573429733,0.0743761996161228,0.0796920709065669,0.0440447407840387,"2019-08","2019-Q3",223900,0,"2019-08"
2019-08-31,398849,"Madison","WI","Madison","Dane County",97,255500,0.000783392087739914,0.00117554858934169,0.0211830535571543,0.0641847032352032,0.0315932838261419,"2019-08","2019-Q3",255500,0,"2019-08"
2019-08-31,41760,"Winston-Salem","NC","Winston-Salem","Forsyth County",98,140100,0.00502152080344333,0.0211370262390671,0.0919719407638348,0.0544013036493074,0.0161162127453229,"2019-08","2019-Q3",140100,0,"2019-08"
2019-08-31,6210,"Norfolk","VA","Virginia Beach-Norfolk-Newport News","Norfolk City",99,190500,0.00421718502899315,0.018716577540107,0.0308441558441558,0.0430516412731865,0.00435446494249181,"2007-08","2007-Q3",200200,-0.0484515484515484,"2006-06"
2019-08-31,18298,"Glendale","AZ","Phoenix-Mesa-Scottsdale","Maricopa County",100,234300,0.00687580575848732,0.00256739409499358,0.0394853593611358,0.0829507669330461,0.0601880657091374,"2006-05","2006-Q2",254900,-0.0808160062769714,"2005-11"
2019-08-31,54346,"Scottsdale","AZ","Phoenix-Mesa-Scottsdale","Maricopa County",101,483500,0.00477971737323358,0.00834202294056309,0.0402323580034423,0.0474875600080786,0.0394081324062021,"2006-04","2006-Q2",515800,-0.0626211709965103,"2005-10"
2019-08-31,52001,"Fayetteville","NC","Fayetteville","Cumberland County",102,108700,0.00741427247451344,0.0245051837888784,0.0158878504672897,0.0196955542356421,0,"2010-06","2010-Q2",109900,-0.010919017288444,"2009-07"
2019-08-31,3737,"Boise","ID","Boise City","Ada County",103,304000,0.0056235527621568,0.0119840213049268,0.125092524056255,0.106960121569551,0.0537461165047912,"2019-08","2019-Q3",304000,0,"2019-08"
2019-08-31,52650,"Irvine","CA","Los Angeles-Long Beach-Anaheim","Orange County",104,851100,-0.000821789152383189,-0.0128740431454419,-0.0185654981549815,0.0320226666124031,0.036236443303004,"2019-01","2019-Q1",870000,-0.0217241379310345,"2018-04"
2019-08-31,52893,"Laredo","TX","Laredo","Webb County",105,146300,0.0230769230769231,0.0180932498260264,0.043509272467903,0.0469668292745145,0.0201845703341665,"2019-08","2019-Q3",146300,0,"2019-08"
2019-08-31,20362,"Sarasota","FL","North Port-Sarasota-Bradenton","Sarasota County",106,262300,0.00382701875239189,0.0150928792569659,0.0186407766990291,0.0771394813067789,0.0542188993297998,"2006-04","2006-Q2",306600,-0.144487932159165,"2005-06"
2019-08-31,44564,"Chesapeake","VA","Virginia Beach-Norfolk-Newport News","Chesapeake City",107,267200,0.00225056264066016,0.00225056264066016,0.0292758089368259,0.0261897495610359,0.00797353562386904,"2006-07","2006-Q3",275900,-0.0315331641899239,"2006-02"
2019-08-31,31614,"Fort Myers","FL","Cape Coral-Fort Myers","Lee County",108,212900,0.00282618935468676,0.00519357884796978,0.0181731229076997,0.0645778106194825,0.0489630082097383,"2006-06","2006-Q2",281700,-0.244231451899184,"2005-04"
2019-08-31,18251,"Garland","TX","Dallas-Fort Worth-Arlington","Dallas County",109,203700,0.00443786982248521,0.0104166666666667,0.0642633228840125,0.11977697700755,0.0624013751731449,"2019-03","2019-Q1",206600,-0.0140367860600194,"2019-01"
2019-08-31,7204,"Spring","TX","Houston-The Woodlands-Sugar Land","Harris County",110,196800,0.00408163265306122,0.0128667009778693,0.0440318302387268,0.0551099506105452,0.0350112935865983,"2019-08","2019-Q3",196800,0,"2019-08"
2019-08-31,4888,"Gilbert","AZ","Phoenix-Mesa-Scottsdale","Maricopa County",111,343100,0.0058633831720903,0.012094395280236,0.0605873261205564,0.0566291752273236,0.0545604557473438,"2006-05","2006-Q2",356200,-0.0367770915216171,"2005-12"
2019-08-31,26187,"North Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",112,261200,-0.00229182582123759,-0.00797569312571212,0.0549273021001615,0.100386528188377,0.0734287436745962,"2006-07","2006-Q3",296400,-0.118758434547908,"2005-01"
2019-08-31,11540,"Fremont","CA","San Francisco-Oakland-Hayward","Alameda County",113,1080000,-0.00451654530371463,-0.0212958767557771,-0.0336435218324982,0.0806269809839786,0.0763446094800038,"2018-11","2018-Q4",1142300,-0.0545390878053051,"2018-05"
2019-08-31,54311,"Santa Clarita","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",114,546600,-0.000913909705721075,-0.00400874635568513,0.00830105146651909,0.0478922356097782,0.0411513961890728,"2006-07","2006-Q3",573400,-0.0467387513079874,"2005-12"
2019-08-31,24741,"Fontana","CA","Riverside-San Bernardino-Ontario","San Bernardino County",115,392200,0.000765501403419239,-0.00152749490835031,0.0229525299947835,0.0625314811021802,0.0711198072695189,"2006-07","2006-Q3",432300,-0.0927596576451538,"2005-11"
